Skill,Status,Primary object,Request (JSON),Response (summary),What happened,Next step / what needs to be done,HTTP,Elapsed (s)
fetch_my_open_opportunities,pass,Opportunity,"{ ""Id"": ""006QH00000Kz5M9YAJ"" }","{ ""success"": true, ""opportunities"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkZYAR/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkZYAR/view"", ""Account"": ""Grand Hotels & Resorts Ltd"", ""Amount"": 15000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Id. Decision Makers"", ""Name"": ""Grand Hotels Kitchen Generator"", ""Id"": ""006QH00000KydkZYAR"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkbYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkbYAB/view"", ""Account"": ""Express Logistics and Transport"", ""Amount"": 80000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Value Proposition"", ""Name"": ""Express Logistics Portable Truck Generators"", ""Id"": ""006QH00000KydkbYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkcYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkcYAB/view"", ""Account"": ""Express Logistics and Transport"", ""Amount"": 120000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Perception Analysis"", ""Name"": ""Express Logistics SLA"", ""Id"": ""006QH00000KydkcYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkfYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkfYAB/view"", ""Account"": ""University of Arizona"", ""Amount"": 100000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Proposal/Price Quote"", ""Name"": ""University of AZ Installations"", ""Id"": ""006QH00000KydkfYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkjYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkjYAB/view"", ""Account"": ""United Oil & Gas Corp."", ""Amount"": 270000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Negotiation/Review"", ""Name"": ""United Oil Installations"", ""Id"": ""006QH00000KydkjYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkkYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkkYAB/view"", ""Account"": ""United Oil & Gas Corp."", ""Amount"": 125000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Negotiation/Review"", ""Name"": ""United Oil Office Portable Generators"", ""Id"": ""006QH00000KydkkYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkpYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkpYAB/view"", ""Account"": ""United Oil & Gas Corp."", ""Amount"": 270000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Proposal/Price Quote"", ""Name"": ""United Oil Refinery Generators"", ""Id"": ""006QH00000KydkpYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkqYAB/view...",Skill executed successfully (Apex business success).,—,200,0.67
fetch_my_open_tasks,pass,Task,"{ ""Id"": ""00TQH00000FPO9l2AH"" }","{ ""success"": true, ""tasks"": [ { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Task/00TQH00000FPOBN2A5/view"", ""WhoId"": null, ""WhatId"": ""001QH00002FpgehYAB"", ""DueDate"": null, ""Priority"": ""Normal"", ""Status"": ""Not Started"", ""Subject"": ""E2E Subject"", ""Id"": ""00TQH00000FPOBN2A5"" } ], ""count"": 1 }",Skill executed successfully (Apex business success).,—,200,0.73
fetch_opportunity_contact_roles,pass,Contact,"{ ""OpportunityId"": ""E2E Skill Test Opp"", ""OpportunityName"": ""E2E Skill Test Opp"", ""Id"": ""00KQH00000Hd28D2AR"" }","{ ""success"": true, ""contactRoles"": [ { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/OpportunityContactRole/00KQH00000Hd28D2AR/view"", ""IsPrimary"": true, ""Role"": ""Decision Maker"", ""ContactName"": ""Rose E2EContact"", ""ContactId"": ""003QH00000RYF6jYAH"", ""Id"": ""00KQH00000Hd28D2AR"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/OpportunityContactRole/00KQH00000Hd2BR2AZ/view"", ""IsPrimary"": false, ""Role"": ""Evaluator"", ""ContactName"": ""Sam E2EContactB"", ""ContactId"": ""003QH00000RY8OcYAL"", ""Id"": ""00KQH00000Hd2BR2AZ"" } ], ""count"": 2, ""OpportunityId"": ""006QH00000Kz5M9YAJ"" }",Skill executed successfully (Apex business success).,—,200,0.44
fetch_opportunity_details,pass,Opportunity,"{ ""Name"": ""E2E Skill Test Opp"", ""OpportunityName"": ""E2E Skill Test Opp"", ""Id"": ""001QH00002FpgehYAB"" }","{ ""success"": true, ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000Kz5M9YAJ/view"", ""currentdate__c"": ""2026-08-05"", ""LeadSource"": null, ""Type"": null, ""Description"": ""E2E_SKILL_TEST"", ""Owner"": ""Kalanithi Balasubramanian"", ""Account"": ""E2E Skill Test Account"", ""ForecastCategory"": ""Pipeline"", ""Probability"": 10, ""CloseDate"": ""2026-09-15"", ""Amount"": 200.0, ""StageName"": ""Prospecting"", ""Name"": ""E2E Skill Test Opp"", ""Id"": ""006QH00000Kz5M9YAJ"" }",Skill executed successfully (Apex business success).,—,200,0.77
fetch_opportunity_partners,pass,Opportunity,"{ ""OpportunityId"": ""006QH00000Kz5M9YAJ"", ""opportunity_id"": ""006QH00000Kz5M9YAJ"", ""Id"": ""006QH00000Kz5M9YAJ"" }","{ ""success"": true, ""partners"": [], ""count"": 0, ""opportunityId"": ""006QH00000Kz5M9YAJ"" }",Skill executed successfully (Apex business success).,—,200,0.77
fetch_opportunity_team,fail_missing_feature,Opportunity,"{ ""OpportunityId"": ""E2E Skill Test Opp"", ""OpportunityName"": ""E2E Skill Test Opp"", ""Id"": ""006QH00000Kz5M9YAJ"" }",OpportunityTeamMember is not accessible (Team Selling may be disabled).,Feature / package not available in this org (expected N/A until enabled).,"Enable Team Selling (Setup → Opportunity Team Settings / Team Selling), ensure OpportunityTeamMember is creatable, then re-run.",200,0.42
fetch_order_details,pass,Order,"{ ""Id"": ""801QH00002FpyoTYAR"" }","{ ""success"": true, ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Order/801QH00002FpyoTYAR/view"", ""items"": [ { ""TotalPrice"": 50.0, ""UnitPrice"": 50.0, ""Quantity"": 1.0, ""ProductName"": ""GenWatt Diesel 200kW"", ""OrderItemNumber"": ""0000000008"", ""Id"": ""802QH00000Olh3hYAB"" } ], ""itemCount"": 1, ""Description"": null, ""Type"": null, ""ContractId"": null, ""Account"": ""E2E Skill Test Account"", ""TotalAmount"": 50.0, ""EndDate"": null, ""EffectiveDate"": ""2026-08-05"", ""Status"": ""Draft"", ""OrderNumber"": ""00000107"", ""Id"": ""801QH00002FpyoTYAR"" }",Skill executed successfully (Apex business success).,—,200,1.19
fetch_partner_account,pass,Account,"{ ""Id"": ""001QH00002FpgehYAB"" }","{ ""success"": true, ""Website"": ""https://e2e.example.com"", ""Industry"": null, ""Type"": null, ""Name"": ""E2E Skill Test Account"", ""Id"": ""001QH00002FpgehYAB"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpgehYAB/view"", ""object"": ""Account"" }",Skill executed successfully (Apex business success).,—,200,1.43
fetch_picklist_values,pass,Describe (any object),"{ ""object_api_name"": ""Account"", ""field_api_name"": ""Industry"" }","{ ""success"": true, ""values"": [ { ""default"": false, ""active"": true, ""value"": ""Agriculture"", ""label"": ""Agriculture"" }, { ""default"": false, ""active"": true, ""value"": ""Apparel"", ""label"": ""Apparel"" }, { ""default"": false, ""active"": true, ""value"": ""Banking"", ""label"": ""Banking"" }, { ""default"": false, ""active"": true, ""value"": ""Biotechnology"", ""label"": ""Biotechnology"" }, { ""default"": false, ""active"": true, ""value"": ""Chemicals"", ""label"": ""Chemicals"" }, { ""default"": false, ""active"": true, ""value"": ""Communications"", ""label"": ""Communications"" }, { ""default"": false, ""active"": true, ""value"": ""Construction"", ""label"": ""Construction"" }, { ""default"": false, ""active"": true, ""value"": ""Consulting"", ""label"": ""Consulting"" }, { ""default"": false, ""active"": true, ""value"": ""Education"", ""label"": ""Education"" }, { ""default"": false, ""active"": true, ""value"": ""Electronics"", ""label"": ""Electronics"" }, { ""default"": false, ""active"": true, ""value"": ""Energy"", ""label"": ""Energy"" }, { ""default"": false, ""active"": true, ""value"": ""Engineering"", ""label"": ""Engineering"" }, { ""default"": false, ""active"": true, ""value"": ""Entertainment"", ""label"": ""Entertainment"" }, { ""default"": false, ""active"": true, ""value"": ""Environmental"", ""label"": ""Environmental"" }, { ""default"": false, ""active"": true, ""value"": ""Finance"", ""label"": ""Finance"" }, { ""default"": false, ""active"": true, ""value"": ""Food & Beverage"", ""label"": ""Food & Beverage"" }, { ""default"": false, ""active"": true, ""value"": ""Government"", ""label"": ""Government"" }, { ""default"": false, ""active"": true, ""value"": ""Healthcare"", ""label"": ""Healthcare"" }, { ""default"": false, ""active"": true, ""value"": ""Hospitality"", ""label"": ""Hospitality"" }, { ""default"": false, ""active"": true, ""value"": ""Insurance"", ""label"": ""Insurance"" }, { ""default"": false, ""active"": true, ""value"": ""Machinery"", ""label"": ""Machinery"" }, { ""default"": false, ""active"": true, ""value"": ""Manufacturing"", ""label"": ""Manufacturing"" }, { ""default"": false, ""active"": true, ""value"": ""Media"", ""label"": ""Media"" }, { ""default"": false, ""active"": true, ""value"": ""Not For Profit"", ""label"": ""Not For Profit"" }, { ""default"": false, ""active"": true, ""value"": ""Recreation"", ""label"": ""Recreation"" }, { ""default"": false, ""active"": true, ""value"": ""Retail"", ""label"": ""Retail"" }, { ""default"": false, ""active"": true, ""value"": ""Shipping"", ""label"": ""Shipping"" }, { ""default"": false, ""active"": true, ""value"": ""Technology"", ""label"": ""Technology"" }, { ""default"": false, ""active"": true, ""value"": ""Telecommunications"", ""label"": ""Telecommunications"" }, { ""default"": false, ""active"": true, ""value"": ""Transportation"", ""label"": ""Transportation"" }, { ""default"": false, ""active"": true, ""value"": ""Utilities"", ""label"": ""Utilities"" }, { ""default"": false, ""active"": true, ""value"": ""Other"", ""label"": ""Other"" } ], ""count"": 32, ""controllerValue"": null, ""isDependent"": false, ""field"": ""Industry"", ""object"": ""Account"" }",Skill executed successfully (Apex business success).,—,200,0.4
fetch_pricebook_entries,pass,PricebookEntry,{},"{ ""success"": true, ""entries"": [ { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBKYA2/view"", ""IsActive"": true, ""UnitPrice"": 100000.0, ""ProductName"": ""GenWatt Diesel 1000kW"", ""Product2Id"": ""01tQH00000Hh6GdYAJ"", ""Id"": ""01uQH000003sGBKYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBDYA2/view"", ""IsActive"": true, ""UnitPrice"": 5000.0, ""ProductName"": ""GenWatt Diesel 10kW"", ""Product2Id"": ""01tQH00000Hh6GWYAZ"", ""Id"": ""01uQH000003sGBDYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBCYA2/view"", ""IsActive"": true, ""UnitPrice"": 25000.0, ""ProductName"": ""GenWatt Diesel 200kW"", ""Product2Id"": ""01tQH00000Hh6GVYAZ"", ""Id"": ""01uQH000003sGBCYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBRYA2/view"", ""IsActive"": true, ""UnitPrice"": 150000.0, ""ProductName"": ""GenWatt Gasoline 2000kW"", ""Product2Id"": ""01tQH00000Hh6GkYAJ"", ""Id"": ""01uQH000003sGBRYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBPYA2/view"", ""IsActive"": true, ""UnitPrice"": 35000.0, ""ProductName"": ""GenWatt Gasoline 300kW"", ""Product2Id"": ""01tQH00000Hh6GiYAJ"", ""Id"": ""01uQH000003sGBPYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBMYA2/view"", ""IsActive"": true, ""UnitPrice"": 75000.0, ""ProductName"": ""GenWatt Gasoline 750kW"", ""Product2Id"": ""01tQH00000Hh6GfYAJ"", ""Id"": ""01uQH000003sGBMYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBIYA2/view"", ""IsActive"": true, ""UnitPrice"": 15000.0, ""ProductName"": ""GenWatt Propane 100kW"", ""Product2Id"": ""01tQH00000Hh6GbYAJ"", ""Id"": ""01uQH000003sGBIYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBJYA2/view"", ""IsActive"": true, ""UnitPrice"": 120000.0, ""ProductName"": ""GenWatt Propane 1500kW"", ""Product2Id"": ""01tQH00000Hh6GcYAJ"", ""Id"": ""01uQH000003sGBJYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBGYA2/view"", ""IsActive"": true, ""UnitPrice"": 50000.0, ""ProductName"": ""GenWatt Propane 500kW"", ""Product2Id"": ""01tQH00000Hh6GZYAZ"", ""Id"": ""01uQH000003sGBGYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBEYA2/view"", ""IsActive"": true, ""UnitPrice"": 85000.0, ""ProductName"": ""Installation: Industrial - High"", ""Product2Id"": ""01tQH00000Hh6GXYAZ"", ""Id"": ""01uQH000003sGBEYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBQYA2/view"", ""IsActive"": true, ""UnitPrice"": 20000.0, ""ProductName"": ""Installation: Industrial - Low"", ""Product2Id"": ""01tQH00000Hh6GjYAJ"", ""Id"": ""01uQH000003sGBQYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBSYA2/view"", ""IsActive"": true, ""UnitPrice"": 50000.0, ""ProductName"": ""Installation: Industrial - Medium"", ""Product2Id"": ""01tQH00000Hh6GlYAJ"", ""Id"": ""01uQH000003sGBSYA2"" }, { ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/PricebookEntry/01uQH000003sGBNYA2/view"", ""IsActive"": true, ""UnitPrice"": 5000.0, ""ProductName"": ""Installation: Portable"", ""Product2Id"": ""01tQH00000...",Skill executed successfully (Apex business success).,—,200,0.36
fetch_product_details,pass,Product2,"{ ""Id"": ""01tQH00000Hh6GVYAZ"" }","{ ""success"": true, ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Product2/01tQH00000Hh6GVYAZ/view"", ""IsActive"": true, ""Family"": null, ""Description"": null, ""ProductCode"": ""GC1040"", ""Name"": ""GenWatt Diesel 200kW"", ""Id"": ""01tQH00000Hh6GVYAZ"" }",Skill executed successfully (Apex business success).,—,200,1.29
fetch_queue_cases,pass,Case,"{ ""queue_id"": ""00GQH000006KGhu2AG"", ""QueueId"": ""00GQH000006KGhu2AG"", ""OwnerId"": ""500QH00000VaKnyYAF"", ""Id"": ""500QH00000VaKnyYAF"" }","{ ""success"": true, ""cases"": [], ""count"": 0, ""queueId"": ""00GQH000006KGhu2AG"" }",Skill executed successfully (Apex business success).,—,200,0.34
fetch_quote_details,fail_missing_feature,Quote,"{ ""Id"": ""001QH00002FpgehYAB"" }",Quote is not available or accessible in this org (enable Quotes).,Feature / package not available in this org (expected N/A until enabled).,"Enable Salesforce Quotes in Setup, then create at least one Quote (and Quote Line if testing line skills) on the E2E Opportunity/Account and re-run.",200,0.38
fetch_record_approvals,pass,ProcessInstance,"{ ""Id"": ""001QH00002FpgehYAB"" }","{ ""success"": true, ""approvals"": [], ""count"": 0, ""recordId"": ""001QH00002FpgehYAB"" }",Skill executed successfully (Apex business success).,—,200,0.48
fetch_renewal_opportunities,pass,Opportunity,"{ ""Id"": ""006QH00000Kz5M9YAJ"" }","{ ""success"": true, ""records"": [], ""ownerId"": ""005QH00000Ahc4IYAR"", ""count"": 0 }",Skill executed successfully (Apex business success).,—,200,0.41
fetch_service_appointment,fail_missing_feature,ServiceAppointment,"{ ""Id"": ""001QH00002FpgehYAB"" }",ServiceAppointment object is not available in this org.,Feature / package not available in this org (expected N/A until enabled).,"Install/enable Field Service (FSL) and make ServiceAppointment / ServiceResource available with licenses; create at least one resource, then re-run.",200,0.41
fetch_service_resource_availability,fail_missing_feature,Multiple / generic,"{ ""Id"": ""001QH00002FpgehYAB"" }",ServiceResource object is not available in this org.,Feature / package not available in this org (expected N/A until enabled).,"Install/enable Field Service (FSL) and make ServiceAppointment / ServiceResource available with licenses; create at least one resource, then re-run.",200,0.45
fetch_session_context,pass,Session context,{},User Context Id: A-00008 | Record Id: none,Skill executed successfully (Apex business success).,—,200,0.45
fetch_stale_opportunities,pass,Opportunity,"{ ""Id"": ""006QH00000Kz5M9YAJ"" }","{ ""success"": true, ""opportunities"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkZYAR/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkZYAR/view"", ""Account"": ""Grand Hotels & Resorts Ltd"", ""LastModifiedDate"": ""2026-08-05 09:15:37"", ""Amount"": 15000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Id. Decision Makers"", ""Name"": ""Grand Hotels Kitchen Generator"", ""Id"": ""006QH00000KydkZYAR"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkbYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkbYAB/view"", ""Account"": ""Express Logistics and Transport"", ""LastModifiedDate"": ""2026-08-05 09:15:37"", ""Amount"": 80000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Value Proposition"", ""Name"": ""Express Logistics Portable Truck Generators"", ""Id"": ""006QH00000KydkbYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkcYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkcYAB/view"", ""Account"": ""Express Logistics and Transport"", ""LastModifiedDate"": ""2026-08-05 09:15:37"", ""Amount"": 120000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Perception Analysis"", ""Name"": ""Express Logistics SLA"", ""Id"": ""006QH00000KydkcYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkfYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkfYAB/view"", ""Account"": ""University of Arizona"", ""LastModifiedDate"": ""2026-08-05 09:15:37"", ""Amount"": 100000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Proposal/Price Quote"", ""Name"": ""University of AZ Installations"", ""Id"": ""006QH00000KydkfYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkjYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkjYAB/view"", ""Account"": ""United Oil & Gas Corp."", ""LastModifiedDate"": ""2026-08-05 09:15:37"", ""Amount"": 270000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Negotiation/Review"", ""Name"": ""United Oil Installations"", ""Id"": ""006QH00000KydkjYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkkYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkkYAB/view"", ""Account"": ""United Oil & Gas Corp."", ""LastModifiedDate"": ""2026-08-05 09:15:37"", ""Amount"": 125000.0, ""CloseDate"": ""2024-07-14"", ""StageName"": ""Negotiation/Review"", ""Name"": ""United Oil Office Portable Generators"", ""Id"": ""006QH00000KydkkYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkpYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Opportunity/006QH00000KydkpYAB/view"", ""Account"": ""United Oil & Gas Corp."", ""LastModifiedDate"": ""202...",Skill executed successfully (Apex business success).,—,200,0.33
fetch_subscription_details,fail_missing_feature,Subscription (feature),"{ ""Id"": ""001QH00002FpgehYAB"" }",Subscription object is not available in this org.,Feature / package not available in this org (expected N/A until enabled).,Install/enable the Subscription product model used by this skill (standard or CPQ/industry object); create a seed Subscription and re-run.,200,0.71
fetch_upcoming_renewals,pass,Multiple / generic,{},"{ ""success"": true, ""records"": [], ""count"": 0, ""toDate"": ""2026-11-03"", ""fromDate"": ""2026-08-05"", ""daysAhead"": 90 }",Skill executed successfully (Apex business success).,—,200,0.82
fetch_work_order_details,pass,Order,"{ ""Id"": ""0WOQH000006HalB4AS"", ""work_order_id"": ""0WOQH000006HalB4AS"" }","{ ""success"": true, ""EndDate"": null, ""StartDate"": null, ""Description"": ""E2E WO update"", ""AssetId"": null, ""ContactId"": null, ""AccountId"": ""001QH00002FpgehYAB"", ""Priority"": ""Low"", ""Status"": ""New"", ""Subject"": ""E2E Skill Test Work Order Updated"", ""WorkOrderNumber"": ""00000008"", ""Id"": ""0WOQH000006HalB4AS"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/WorkOrder/0WOQH000006HalB4AS/view"" }",Skill executed successfully (Apex business success).,—,200,0.44
fuzzy_search_accounts,pass,Account,"{ ""searchTerm"": ""E2E Skill"", ""search_term"": ""E2E Skill"" }","{ ""success"": true, ""records"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002Fpyq5YAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002Fpyq5YAB/view"", ""Website"": null, ""Industry"": null, ""Type"": null, ""Name"": ""E2E Skill Test Account"", ""Id"": ""001QH00002Fpyq5YAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpgehYAB/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpgehYAB/view"", ""Website"": ""https://e2e.example.com"", ""Industry"": null, ""Type"": null, ""Name"": ""E2E Skill Test Account"", ""Id"": ""001QH00002FpgehYAB"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpaWHYAZ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpaWHYAZ/view"", ""Website"": null, ""Industry"": null, ""Type"": null, ""Name"": ""E2E Created Account 946362"", ""Id"": ""001QH00002FpaWHYAZ"" }, { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpdMKYAZ/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Account/001QH00002FpdMKYAZ/view"", ""Website"": null, ""Industry"": null, ""Type"": ""Partner Reseller"", ""Name"": ""E2E Partner Account"", ""Id"": ""001QH00002FpdMKYAZ"" } ], ""remaining"": 0, ""displayed"": 4, ""totalFound"": 4, ""status"": ""found"" }",Skill executed successfully (Apex business success).,—,200,0.77
fuzzy_search_assets,pass,Asset,"{ ""searchTerm"": ""E2E Skill"", ""search_term"": ""E2E Skill"", ""Id"": ""02iQH000002k8r3YAA"" }","{ ""success"": true, ""records"": [ { ""viewRecord"": ""<a href=\""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Asset/02iQH000002k8r3YAA/view\"" target=\""_blank\"">View Record</a>"", ""recordUrl"": ""https://masterdev4-dev-ed.develop.my.salesforce.com/lightning/r/Asset/02iQH000002k8r3YAA/view"", ""AccountId"": ""001QH00002FpgehYAB"", ""Status"": null, ""SerialNumber"": null, ""Name"": ""E2E Skill Test Asset"", ""Id"": ""02iQH000002k8r3YAA"" } ], ""remaining"": 0, ""displayed"": 1, ""totalFound"": 1, ""status"": ""found"" }",Skill executed successfully (Apex business success).,—,200,0.39
